N,seed_qsk,seed_nqs,model,energy,rel_energy_error,energy_variance
20,5678,202.0,HRBM (Hyperbolic),-21.24076033328789,0.0002433362887998222,0.03872267699426857
20,5678,303.0,RBM (Euclidean),-21.236645740063565,0.0004370012956044152,0.060611475337339016
20,5678,303.0,HRBM (Hyperbolic),-21.233597442938002,0.0005804780505055686,0.062442795397657846
20,5678,404.0,RBM (Euclidean),-21.239001048872492,0.0003261420024400494,0.048444800407366984
20,5678,404.0,HRBM (Hyperbolic),-21.240545261940245,0.0002534592321224405,0.04031447338337557
20,5678,505.0,RBM (Euclidean),-21.224434229144855,0.0010117707117363879,0.1263854818001846
20,5678,505.0,HRBM (Hyperbolic),-21.240089561571196,0.0002749080632124478,0.0421401456486592
20,6666,,Exact GS,-21.450499994712132,0.0,0.0
20,6666,101.0,RBM (Euclidean),-21.44374088841201,0.0003151025058525129,0.04815697485548753
20,6666,101.0,HRBM (Hyperbolic),-21.44591417967165,0.0002137859276759192,0.03517022854049401
20,6666,202.0,RBM (Euclidean),-21.443031975223658,0.00034815130138295965,0.05262773363597262
20,6666,202.0,HRBM (Hyperbolic),-21.444262507212557,0.00029078517988452747,0.0449638114707227
20,6666,303.0,RBM (Euclidean),-21.43220092029273,0.0008530838173429022,0.11486550292835318
20,6666,303.0,HRBM (Hyperbolic),-21.445652454361714,0.000225987289415792,0.03696092785565952
20,6666,404.0,RBM (Euclidean),-21.43856399893334,0.0005564437090853136,0.07798740136695415
20,6666,404.0,HRBM (Hyperbolic),-21.443067456683263,0.00034649719263892914,0.0519530443500571
20,6666,505.0,RBM (Euclidean),-21.43200939572191,0.0008620124936379506,0.11462183058711162
20,6666,505.0,HRBM (Hyperbolic),-21.443636457773504,0.00031997095360573457,0.0484798487725584
20,9012,,Exact GS,-21.31642826860162,0.0,0.0
20,9012,101.0,RBM (Euclidean),-21.31042557655251,0.00028159933613034356,0.043337663269994664
20,9012,101.0,HRBM (Hyperbolic),-21.31010206758133,0.00029677584539845647,0.04736136245549005
20,9012,202.0,RBM (Euclidean),-21.30375003751678,0.0005947633874251009,0.0842283807445483
20,9012,202.0,HRBM (Hyperbolic),-21.309758127015076,0.0003129108452173483,0.04920058078181455
20,9012,303.0,RBM (Euclidean),-21.31275791604381,0.00017218421921155752,0.027315109842959373
20,9012,303.0,HRBM (Hyperbolic),-21.311233584787562,0.00024369391291077097,0.04047701716916663
20,9012,404.0,RBM (Euclidean),-21.3104167062091,0.0002820154632272067,0.04202715172641547
20,9012,404.0,HRBM (Hyperbolic),-21.311185621149626,0.0002459439914573101,0.04055662107407443
20,9012,505.0,RBM (Euclidean),-21.304681664477286,0.0005510587410009777,0.07949481126064484
20,9012,505.0,HRBM (Hyperbolic),-21.311265077579208,0.00024221651757752033,0.04029558583806647
20,9999,,Exact GS,-21.84264766738098,0.0,0.0
20,9999,101.0,RBM (Euclidean),-21.82852260451729,0.000646673566262983,0.09773588464537397
20,9999,101.0,HRBM (Hyperbolic),-21.827685516381816,0.0006849971316209946,0.09878675119580294
20,9999,202.0,RBM (Euclidean),-21.834241582605664,0.0003848473364275248,0.05961105201504324
20,9999,202.0,HRBM (Hyperbolic),-21.835092853205783,0.0003458744695350925,0.05943261849091641
20,9999,303.0,RBM (Euclidean),-21.834323208570233,0.0003811103368745475,0.06035506422603021
20,9999,303.0,HRBM (Hyperbolic),-21.834753932585233,0.000361390931903154,0.06096103446174084
20,9999,404.0,RBM (Euclidean),-21.829941279182947,0.0005817238089230657,0.09007037995149858
20,9999,404.0,HRBM (Hyperbolic),-21.834855218902348,0.000356753842175883,0.060262741552151056
20,9999,505.0,RBM (Euclidean),-21.83498887751429,0.0003506346841883104,0.0537273346535585
20,9999,505.0,HRBM (Hyperbolic),-21.83410938813933,0.0003908994629072598,0.06266902900750893
