N,seed_qsk,seed_nqs,schmidt_index,exact_lambda,rbm_lambda,hrbm_lambda
14,4444,303,20,3.096159974272309e-05,2.599561092959503e-05,2.792384913890331e-05
14,4444,303,21,2.7372488912530132e-05,2.0521311946215118e-05,2.057210731677539e-05
14,4444,303,22,2.4943163760118033e-05,1.4720999061777795e-05,2.0434867480059873e-05
14,4444,303,23,1.5631858842493305e-05,1.4034726392670367e-05,1.1703240686823836e-05
14,4444,303,24,1.5300810576649932e-05,1.0364566831165145e-05,1.0696676151895579e-05
14,4444,303,25,1.1650684491173498e-05,9.702706667978315e-06,9.146628161376419e-06
14,4444,303,26,9.83341868326103e-06,8.594968977547747e-06,6.948261195063537e-06
14,4444,303,27,8.95678975622225e-06,8.07153020060375e-06,5.956066477563398e-06
14,4444,303,28,6.11181142266316e-06,5.277208147525003e-06,4.101705401999556e-06
14,4444,303,29,4.199821390356805e-06,3.660389175403433e-06,3.5559318941472427e-06
14,4444,303,30,3.3303296125397857e-06,3.0422856286260455e-06,2.331164169194231e-06
14,4444,303,31,3.13385381064343e-06,2.615566213072932e-06,2.0207663709299896e-06
14,4444,303,32,2.5874551564134298e-06,2.1611365265013525e-06,1.883288068865387e-06
14,4444,303,33,1.910742134881565e-06,2.138158069882799e-06,1.4647739361393713e-06
14,4444,303,34,1.6614006788471842e-06,1.5614007736964567e-06,1.1596365877102286e-06
14,4444,303,35,1.5457097128146415e-06,1.3452970147287768e-06,1.0686983422194456e-06
14,4444,303,36,1.1924224738716648e-06,1.1417117621040494e-06,9.426801458725953e-07
14,4444,303,37,1.0879445960968398e-06,9.617031141645157e-07,7.299659498522283e-07
14,4444,303,38,1.0190853268970156e-06,7.878541363311098e-07,6.642483844391317e-07
14,4444,303,39,8.302880019948384e-07,7.587106825055832e-07,4.950759978992617e-07
14,4444,303,40,7.168628215398236e-07,5.277406399385613e-07,4.519904458772173e-07
14,4444,303,41,6.318427285506395e-07,5.030966598834549e-07,3.724366262283352e-07
14,4444,303,42,5.240068267832248e-07,3.9846896439722404e-07,3.1718660590461416e-07
14,4444,303,43,4.283632012620935e-07,3.613969667213515e-07,2.679686083738812e-07
14,4444,303,44,3.4385295097071173e-07,2.9264544351333484e-07,2.4935719862942357e-07
14,4444,303,45,2.854587579897762e-07,2.4936523014945904e-07,2.1059454151528703e-07
14,4444,303,46,2.4829294952925664e-07,2.1984674371150078e-07,1.3212775140351983e-07
14,4444,303,47,2.472475586020076e-07,1.9293602791902693e-07,1.26142196391889e-07
14,4444,303,48,1.4658154859595564e-07,1.4166723230453226e-07,1.1723837410405489e-07
14,4444,303,49,1.14779878236837e-07,1.4008892934080576e-07,1.0241301402429536e-07
14,4444,303,50,1.1132646573251927e-07,1.0808303779318385e-07,6.391956503135559e-08
14,4444,303,51,9.236337129934105e-08,9.266003404142967e-08,5.5080868435710293e-08
14,4444,303,52,8.152596171153273e-08,8.699376803883593e-08,5.077682704565357e-08
14,4444,303,53,6.918460013995795e-08,7.20046044256876e-08,4.407121011483307e-08
14,4444,303,54,6.734198100261155e-08,5.892107661884737e-08,4.2693478662384513e-08
14,4444,303,55,3.767575677001902e-08,4.239979136789112e-08,3.2350490308777264e-08
14,4444,303,56,3.312895050050192e-08,3.7407468503521716e-08,2.7982784072169835e-08
14,4444,303,57,2.3743271740514623e-08,3.206163737987787e-08,2.2330156734585775e-08
14,4444,303,58,2.2964869884956772e-08,2.854991881411355e-08,1.8452157345841854e-08
14,4444,303,59,2.1129222802874865e-08,2.6094128137913666e-08,1.6457836096993317e-08
14,4444,303,60,1.921373129185862e-08,2.169530330944388e-08,1.0877302847486074e-08
14,4444,303,61,1.676866988343339e-08,1.9809181410628332e-08,1.0072486939754862e-08
14,4444,303,62,1.5078999842383135e-08,1.752484886894815e-08,9.347069347190076e-09
14,4444,303,63,1.2643906196294087e-08,1.6321592243588856e-08,8.110998656939762e-09
14,4444,303,64,1.0947578844822323e-08,1.0959675643786454e-08,5.761793106812635e-09
14,4444,303,65,1.0450877491029947e-08,1.0933076395205483e-08,5.487185479897688e-09
14,4444,303,66,1.0353707422303847e-08,9.523924033107846e-09,4.733790596024118e-09
14,4444,303,67,7.0192851812564246e-09,9.032912512834438e-09,3.566075010213528e-09
14,4444,303,68,6.5001108176879025e-09,7.783836295470133e-09,3.4969355206556536e-09
14,4444,303,69,5.503576867406417e-09,6.384880090493445e-09,3.2661186822088657e-09
14,4444,303,70,4.949153028963807e-09,5.830701893300609e-09,2.862839286908232e-09
14,4444,303,71,4.575988285146382e-09,4.961929138597048e-09,2.329057136491251e-09
14,4444,303,72,3.484057203246635e-09,3.8952977839812695e-09,2.146682924947126e-09
14,4444,303,73,2.8919336017309832e-09,3.625845383148598e-09,1.5569174439790032e-09
14,4444,303,74,1.9877784377102938e-09,3.2234636215076863e-09,1.2096782391594603e-09
14,4444,303,75,1.7450573036034456e-09,2.7456731238037494e-09,1.0654256284153925e-09
14,4444,303,76,1.5112415352635325e-09,2.193261815338148e-09,9.854102855454732e-10
14,4444,303,77,1.2668046389785269e-09,1.5914957017102185e-09,7.580393451996951e-10
14,4444,303,78,1.1399368972705312e-09,1.3547957087950754e-09,6.566350763246605e-10
14,4444,303,79,1.0544168955048276e-09,1.1144079112907255e-09,6.508325765407714e-10
14,4444,303,80,9.500148864764335e-10,1.031436618124512e-09,5.701831103296197e-10
14,4444,303,81,7.469386693149696e-10,9.119435246725552e-10,4.690715226822674e-10
14,4444,303,82,6.560897408469241e-10,8.430516577551733e-10,3.980712910080233e-10
14,4444,303,83,6.050874940373053e-10,7.326886774493083e-10,3.394871626707089e-10
14,4444,303,84,3.844403922283679e-10,7.265748854421331e-10,2.6884390786003704e-10
14,4444,303,85,3.0659757891445783e-10,4.755116982228291e-10,2.458998211538216e-10
14,4444,303,86,2.7701009495217616e-10,4.2881847943556966e-10,2.031771073726141e-10
14,4444,303,87,2.4444515862100086e-10,3.621751690040702e-10,1.8590479572951008e-10
14,4444,303,88,2.3683388980326937e-10,2.8573544278284014e-10,1.3472368412019284e-10
14,4444,303,89,2.1644062054211112e-10,2.352353124983447e-10,1.2502592055204166e-10
14,4444,303,90,1.4281965504444702e-10,2.1518757280622324e-10,1.007886483091629e-10
14,4444,303,91,1.3228801748828244e-10,2.0961766602866887e-10,8.603407473839059e-11
14,4444,303,92,9.298397146079601e-11,1.8356525194392855e-10,8.042175498462246e-11
14,4444,303,93,9.061643671427632e-11,1.5458579331395963e-10,4.93823815559981e-11
14,4444,303,94,8.934393177052123e-11,9.458365951284956e-11,4.652112221593423e-11
14,4444,303,95,6.657613395395956e-11,8.247005173338336e-11,4.612047938558445e-11
14,4444,303,96,5.1441028765092776e-11,7.647853255717114e-11,4.023168476534711e-11
14,4444,303,97,4.5858616995682376e-11,5.7899309825673926e-11,2.3160182394352967e-11
14,4444,303,98,3.529623349620437e-11,5.5884475570273743e-11,2.1668932061313963e-11
14,4444,303,99,3.486747507206739e-11,4.567350279420922e-11,1.6735943492963946e-11
14,4444,303,100,2.3895757221073534e-11,3.46884624852891e-11,1.157201129147247e-11
14,4444,303,101,2.2848456597630135e-11,2.746465811065396e-11,1.1347852195663993e-11
14,4444,303,102,1.8036258106461878e-11,2.2262797558548973e-11,9.125571371385623e-12
14,4444,303,103,1.3707212657544397e-11,2.0854254570011192e-11,8.067042188604884e-12
14,4444,303,104,1.1682440909535168e-11,1.500244670340274e-11,4.763469207092355e-12
14,4444,303,105,8.814300323036971e-12,1.4049490619970422e-11,4.1602254061173085e-12
14,4444,303,106,8.512425179698037e-12,1.3843292342015784e-11,3.392854481628055e-12
14,4444,303,107,7.235926596102778e-12,1.2204270370044688e-11,3.0210762570009273e-12
14,4444,303,108,6.4213813633694616e-12,7.355588722134068e-12,1.946375715891527e-12
14,4444,303,109,4.373327828829437e-12,5.150795935938856e-12,1.4708026871411972e-12
14,4444,303,110,3.7367311347599265e-12,4.900854072008614e-12,1.305658820370184e-12
14,4444,303,111,3.347353298820424e-12,3.0044624959187306e-12,9.497374101237697e-13
14,4444,303,112,2.7367186106072824e-12,1.8511507188403465e-12,7.437412539622652e-13
14,4444,303,113,2.4595475583185606e-12,1.3230287876279514e-12,5.194907079032464e-13
14,4444,303,114,1.1413612472320634e-12,1.0168543506405223e-12,4.134370526212199e-13
14,4444,303,115,7.15610670446734e-13,9.012892903865752e-13,3.949496578811293e-13
14,4444,303,116,5.949709478473598e-13,6.328723688758978e-13,2.3045272049631807e-13
14,4444,303,117,3.698033726867181e-13,5.074151208869222e-13,1.9082620599955167e-13
14,4444,303,118,3.1585944344564263e-13,3.304457096588599e-13,1.0782721642442502e-13
14,4444,303,119,2.1316394248125363e-13,2.700128261837237e-13,6.536248373541772e-14
14,4444,303,120,1.7750301945060625e-13,2.314007609443505e-13,4.207098286474289e-14
14,4444,303,121,1.4122799867310448e-13,1.0337189633163536e-13,2.5661570190877833e-14
14,4444,303,122,1.253306568937409e-13,6.657400173668618e-14,1.130145672347508e-14
14,4444,303,123,7.551143693807973e-14,4.4457666726478786e-14,8.449203414615921e-15
14,4444,303,124,2.896663140274328e-14,2.9203230044894595e-14,2.947769268376433e-15
14,4444,303,125,5.9333743796878844e-15,1.2281270050454707e-14,1.5535461612870243e-15
14,4444,303,126,2.8888358410329074e-15,8.74966710644358e-15,1.04528447244535e-15
14,4444,303,127,9.999999999999987e-16,9.999999999999985e-16,9.999999999999983e-16
14,4444,303,128,9.999999999999987e-16,9.999999999999985e-16,9.999999999999983e-16
14,4444,404,1,0.8833921558081883,0.8842340664427228,0.8830436860525854
14,4444,404,2,0.06645492461401688,0.0667752121642106,0.06698680842676667
14,4444,404,3,0.017059858556252295,0.01634579594562675,0.01733211838274475
14,4444,404,4,0.01243697772305804,0.012535625236052747,0.012486394851073748
14,4444,404,5,0.010762003420061166,0.010783799067447244,0.010797702898861826
14,4444,404,6,0.004246656150362347,0.0038662795358049883,0.00429594143219035
14,4444,404,7,0.0018861824271108572,0.0018862542364671132,0.001768381116146305
14,4444,404,8,0.0008418662146656559,0.0007943167128294634,0.0007280507223648661
14,4444,404,9,0.000718063385453283,0.0007346604581728311,0.0006694105048558139
14,4444,404,10,0.0005870080488357764,0.0005728830113192232,0.00048271377405282293
14,4444,404,11,0.0003098201063565217,0.0003303733502234137,0.0003126483780810144
14,4444,404,12,0.0002586305490452278,0.00022181439725083024,0.00021196204524996667
14,4444,404,13,0.00021632486859016176,0.00019340360659655053,0.00017546596296602043
14,4444,404,14,0.00018980143555750412,0.00017311457813662138,0.00016258513774547508
14,4444,404,15,0.00013958659949441456,0.00011894730600508116,0.00013758967493816227
14,4444,404,16,0.00011987327632761862,9.94162374030154e-05,0.00010433694176580401
14,4444,404,17,0.00010227159389536012,8.707075926679579e-05,8.046095804390664e-05
14,4444,404,18,5.635783194232789e-05,5.22319364947949e-05,5.064550965918266e-05
14,4444,404,19,4.39834035095461e-05,3.8765196629815544e-05,4.05621692047229e-05
14,4444,404,20,3.096159974272309e-05,3.113706712474476e-05,2.416924421441588e-05
14,4444,404,21,2.7372488912530132e-05,2.3501189556738186e-05,2.1570010439596292e-05
14,4444,404,22,2.4943163760118033e-05,1.9933083909491633e-05,1.9829267133451382e-05
14,4444,404,23,1.5631858842493305e-05,1.67445176826383e-05,1.4843613843281862e-05
14,4444,404,24,1.5300810576649932e-05,1.190978491402262e-05,9.427809292039743e-06
14,4444,404,25,1.1650684491173498e-05,1.1865244533690284e-05,8.83858154867098e-06
14,4444,404,26,9.83341868326103e-06,9.102628421231116e-06,5.901313179818541e-06
14,4444,404,27,8.95678975622225e-06,6.423106522832323e-06,5.731183457217927e-06
14,4444,404,28,6.11181142266316e-06,5.728453912155705e-06,3.529401434000714e-06
14,4444,404,29,4.199821390356805e-06,2.6639152933272045e-06,2.7426091893200603e-06
14,4444,404,30,3.3303296125397857e-06,2.2918055842918166e-06,2.128863731702e-06
14,4444,404,31,3.13385381064343e-06,1.8595586320383577e-06,1.8754484835392829e-06
14,4444,404,32,2.5874551564134298e-06,1.717031515024654e-06,1.7356585178669638e-06
14,4444,404,33,1.910742134881565e-06,1.655542754143559e-06,1.484314814955207e-06
14,4444,404,34,1.6614006788471842e-06,1.4254451430723215e-06,1.4545731540127968e-06
14,4444,404,35,1.5457097128146415e-06,1.085125320387331e-06,1.1776956188838024e-06
14,4444,404,36,1.1924224738716648e-06,9.435169343181255e-07,1.0635127174445747e-06
14,4444,404,37,1.0879445960968398e-06,8.471477411157287e-07,7.472121748205482e-07
14,4444,404,38,1.0190853268970156e-06,7.146628600959753e-07,6.606874203612078e-07
14,4444,404,39,8.302880019948384e-07,5.720203202008259e-07,5.479718517763604e-07
14,4444,404,40,7.168628215398236e-07,5.077236926639488e-07,4.7498107637268044e-07
14,4444,404,41,6.318427285506395e-07,4.3904986018135195e-07,3.9807293989558555e-07
14,4444,404,42,5.240068267832248e-07,4.181111872557825e-07,3.1092492391309135e-07
14,4444,404,43,4.283632012620935e-07,3.6333149393037885e-07,3.073055572324807e-07
14,4444,404,44,3.4385295097071173e-07,3.3395952044935544e-07,2.466618789015605e-07
14,4444,404,45,2.854587579897762e-07,2.7809638957318874e-07,2.1503987103576018e-07
14,4444,404,46,2.4829294952925664e-07,2.316432386372549e-07,1.9465346943551472e-07
14,4444,404,47,2.472475586020076e-07,1.944198365018014e-07,1.5089734774901161e-07
14,4444,404,48,1.4658154859595564e-07,1.7184749793443946e-07,1.1494933222912086e-07
14,4444,404,49,1.14779878236837e-07,1.45287138373818e-07,1.0578627207975469e-07
14,4444,404,50,1.1132646573251927e-07,1.3369253042316434e-07,9.718695735501146e-08
14,4444,404,51,9.236337129934105e-08,1.179915768801278e-07,7.641534282273844e-08
14,4444,404,52,8.152596171153273e-08,8.10742044005589e-08,5.776123739595449e-08
14,4444,404,53,6.918460013995795e-08,6.04594956411799e-08,4.5125894950450657e-08
14,4444,404,54,6.734198100261155e-08,5.912413417180879e-08,4.3358274819963447e-08
14,4444,404,55,3.767575677001902e-08,5.581825961916833e-08,3.3797982156189617e-08
14,4444,404,56,3.312895050050192e-08,3.866304152571374e-08,3.09638751647652e-08
14,4444,404,57,2.3743271740514623e-08,2.9472484960947284e-08,3.040790903657281e-08
14,4444,404,58,2.2964869884956772e-08,2.787618880814903e-08,2.535331529276549e-08
14,4444,404,59,2.1129222802874865e-08,2.43106076509225e-08,1.8828219310099985e-08
14,4444,404,60,1.921373129185862e-08,1.759377102521349e-08,1.556294337865486e-08
14,4444,404,61,1.676866988343339e-08,1.4181571404428252e-08,1.247210504034566e-08
14,4444,404,62,1.5078999842383135e-08,1.3336301429286154e-08,1.0706725432961807e-08
14,4444,404,63,1.2643906196294087e-08,1.2063655937278741e-08,8.833746817000208e-09
14,4444,404,64,1.0947578844822323e-08,1.1399245372096838e-08,8.574013719702634e-09
14,4444,404,65,1.0450877491029947e-08,9.56101253317351e-09,5.970798773956401e-09
14,4444,404,66,1.0353707422303847e-08,8.66807256392623e-09,4.907424932249426e-09
14,4444,404,67,7.0192851812564246e-09,6.991311285089465e-09,4.198158634851858e-09
14,4444,404,68,6.5001108176879025e-09,5.817813517184143e-09,3.870581552511112e-09
14,4444,404,69,5.503576867406417e-09,5.374707473735693e-09,3.280734728899098e-09
14,4444,404,70,4.949153028963807e-09,3.743609852378367e-09,2.7749356455996582e-09
14,4444,404,71,4.575988285146382e-09,3.4380632925834302e-09,2.1912741248692266e-09
14,4444,404,72,3.484057203246635e-09,3.388731999348428e-09,2.1397995144029766e-09
14,4444,404,73,2.8919336017309832e-09,2.9132243029284242e-09,1.899225265823197e-09
14,4444,404,74,1.9877784377102938e-09,2.8386946265650973e-09,1.5707732540436616e-09
14,4444,404,75,1.7450573036034456e-09,2.6697728481880216e-09,1.2068939949276648e-09
14,4444,404,76,1.5112415352635325e-09,1.856761780352334e-09,1.1494912127775395e-09
14,4444,404,77,1.2668046389785269e-09,1.7768453478661566e-09,9.37718955108261e-10
14,4444,404,78,1.1399368972705312e-09,1.500556067277141e-09,8.648438630573657e-10
14,4444,404,79,1.0544168955048276e-09,1.1954998812768413e-09,7.977327012509832e-10
14,4444,404,80,9.500148864764335e-10,1.0574605200834907e-09,5.4822930742054e-10
14,4444,404,81,7.469386693149696e-10,9.930007747962168e-10,4.810348746435518e-10
14,4444,404,82,6.560897408469241e-10,7.57127775401187e-10,4.1115815528229095e-10
14,4444,404,83,6.050874940373053e-10,7.178859761642914e-10,3.7116471784272395e-10
14,4444,404,84,3.844403922283679e-10,5.942574084450147e-10,3.2786175215210535e-10
14,4444,404,85,3.0659757891445783e-10,3.888726925594917e-10,2.903025559303542e-10
14,4444,404,86,2.7701009495217616e-10,3.223731027960046e-10,2.165562064595985e-10
14,4444,404,87,2.4444515862100086e-10,3.05669646197505e-10,2.060441094449106e-10
14,4444,404,88,2.3683388980326937e-10,2.490702407958696e-10,1.3379930292617293e-10
14,4444,404,89,2.1644062054211112e-10,1.7503028486830423e-10,1.1768497026160837e-10
14,4444,404,90,1.4281965504444702e-10,1.6887561869402667e-10,1.0410179090265788e-10
14,4444,404,91,1.3228801748828244e-10,1.5297629187844346e-10,8.987259262471802e-11
14,4444,404,92,9.298397146079601e-11,1.2467486990997372e-10,8.138658246295401e-11
14,4444,404,93,9.061643671427632e-11,1.183592421104263e-10,5.899136618449375e-11
14,4444,404,94,8.934393177052123e-11,9.558642685709801e-11,5.793724534512065e-11
14,4444,404,95,6.657613395395956e-11,9.380809230100325e-11,4.9164181322119884e-11
14,4444,404,96,5.1441028765092776e-11,8.053160781246319e-11,2.8526897733920738e-11
14,4444,404,97,4.5858616995682376e-11,5.991753394002201e-11,2.7516322644761934e-11
14,4444,404,98,3.529623349620437e-11,5.853385847166886e-11,2.463248630468301e-11
14,4444,404,99,3.486747507206739e-11,3.65628009516476e-11,1.667205245290474e-11
14,4444,404,100,2.3895757221073534e-11,2.949480953507458e-11,1.4541679149140883e-11
14,4444,404,101,2.2848456597630135e-11,2.8157386242597798e-11,8.778377692980838e-12
14,4444,404,102,1.8036258106461878e-11,1.938447225631324e-11,7.312488925491461e-12
14,4444,404,103,1.3707212657544397e-11,1.6581373491425272e-11,6.96823950350963e-12
14,4444,404,104,1.1682440909535168e-11,1.6085462487055706e-11,5.4576143800334464e-12
14,4444,404,105,8.814300323036971e-12,9.55351230203828e-12,4.546610192955328e-12
14,4444,404,106,8.512425179698037e-12,9.412742395450595e-12,3.5101332536085362e-12
14,4444,404,107,7.235926596102778e-12,7.318566771628224e-12,2.757458084433063e-12
14,4444,404,108,6.4213813633694616e-12,5.4880136131920305e-12,2.5856754992347398e-12
14,4444,404,109,4.373327828829437e-12,4.981633096617999e-12,1.7567519516015684e-12
14,4444,404,110,3.7367311347599265e-12,3.674357164609161e-12,1.5491894515556497e-12
14,4444,404,111,3.347353298820424e-12,3.2321220562451156e-12,1.1884692580555635e-12
14,4444,404,112,2.7367186106072824e-12,2.2944474670466244e-12,7.583783139467205e-13
14,4444,404,113,2.4595475583185606e-12,1.5533122749378472e-12,6.232645817216936e-13
14,4444,404,114,1.1413612472320634e-12,1.3295885799214007e-12,5.877925134342268e-13
14,4444,404,115,7.15610670446734e-13,6.729158837275674e-13,4.738421264619509e-13
14,4444,404,116,5.949709478473598e-13,4.0812472734795205e-13,2.3273185687128733e-13
14,4444,404,117,3.698033726867181e-13,3.1224837284625557e-13,2.0727070182433347e-13
14,4444,404,118,3.1585944344564263e-13,2.0120619916602747e-13,1.6026318294753258e-13
14,4444,404,119,2.1316394248125363e-13,1.396101911572183e-13,1.0692867486731217e-13
14,4444,404,120,1.7750301945060625e-13,6.769728398007953e-14,7.601969060448795e-14
14,4444,404,121,1.4122799867310448e-13,6.433836879381068e-14,2.6272913007742828e-14
14,4444,404,122,1.253306568937409e-13,2.958046987182021e-14,2.2549175369874635e-14
14,4444,404,123,7.551143693807973e-14,2.1435825374911426e-14,7.731561975299645e-15
14,4444,404,124,2.896663140274328e-14,1.5179341540642142e-14,6.375486942224582e-15
14,4444,404,125,5.9333743796878844e-15,6.15615651828428e-15,3.4455680042729653e-15
14,4444,404,126,2.8888358410329074e-15,4.374567335334992e-15,2.2599214028740838e-15
14,4444,404,127,9.999999999999987e-16,9.999999999999999e-16,9.999999999999983e-16
14,4444,404,128,9.999999999999987e-16,9.999999999999999e-16,9.999999999999983e-16
14,4444,505,1,0.8833921558081883,0.8837333455964422,0.8838610168400278
14,4444,505,2,0.06645492461401688,0.06657267539704133,0.06650001035696904
14,4444,505,3,0.017059858556252295,0.016741068745644225,0.017003426146975028
14,4444,505,4,0.01243697772305804,0.01252925285956316,0.012479328901774212
14,4444,505,5,0.010762003420061166,0.010697358649173924,0.010785175340745343
14,4444,505,6,0.004246656150362347,0.004160175549614244,0.004254563968666559
14,4444,505,7,0.0018861824271108572,0.0018316799240106836,0.0017182277664648362
14,4444,505,8,0.0008418662146656559,0.0008109214494316999,0.0007571272040418834
14,4444,505,9,0.000718063385453283,0.0007627840079768164,0.0007417091669119557
14,4444,505,10,0.0005870080488357764,0.0005544833408399382,0.0004997504319451312
14,4444,505,11,0.0003098201063565217,0.0003163017814061504,0.00031473518809784233
14,4444,505,12,0.0002586305490452278,0.00028168497033689225,0.0002273141733483252
14,4444,505,13,0.00021632486859016176,0.00021660979785900457,0.0001744676636213964
14,4444,505,14,0.00018980143555750412,0.00016510445131261346,0.00014248314692519412
14,4444,505,15,0.00013958659949441456,0.00015104182112893265,0.00013415965362609155
14,4444,505,16,0.00011987327632761862,0.0001100171282124774,0.00010891305735495949
14,4444,505,17,0.00010227159389536012,9.969299259487501e-05,7.62813794616926e-05
14,4444,505,18,5.635783194232789e-05,6.344172307102773e-05,4.5459169075266326e-05
14,4444,505,19,4.39834035095461e-05,4.323708665377857e-05,3.922948639305706e-05
14,4444,505,20,3.096159974272309e-05,3.148470441380338e-05,2.7098021555100448e-05
14,4444,505,21,2.7372488912530132e-05,2.288550944030348e-05,2.1900897083469616e-05
14,4444,505,22,2.4943163760118033e-05,1.8942422133392456e-05,1.9983647130851925e-05
14,4444,505,23,1.5631858842493305e-05,1.4950136322221453e-05,1.2470698656636678e-05
14,4444,505,24,1.5300810576649932e-05,1.413523173276263e-05,1.095152162173202e-05
14,4444,505,25,1.1650684491173498e-05,1.02583058869561e-05,8.919033194489516e-06
14,4444,505,26,9.83341868326103e-06,8.968723182854915e-06,7.484871568845393e-06
14,4444,505,27,8.95678975622225e-06,5.9546035228774e-06,5.957703314946578e-06
14,4444,505,28,6.11181142266316e-06,5.3387117482751376e-06,3.690641064109645e-06
14,4444,505,29,4.199821390356805e-06,3.836658196338473e-06,3.1257695973004235e-06
14,4444,505,30,3.3303296125397857e-06,3.222448429145363e-06,2.08764395627685e-06
14,4444,505,31,3.13385381064343e-06,2.6950885743525534e-06,1.929821143251831e-06
14,4444,505,32,2.5874551564134298e-06,2.3892362970818697e-06,1.804438010091094e-06
14,4444,505,33,1.910742134881565e-06,1.9256446266510513e-06,1.6416357617845358e-06
14,4444,505,34,1.6614006788471842e-06,1.7508538088376738e-06,1.2014396303827624e-06
14,4444,505,35,1.5457097128146415e-06,1.6593720676930512e-06,9.669625525991578e-07
14,4444,505,36,1.1924224738716648e-06,1.4237531791140802e-06,7.738978589982042e-07
14,4444,505,37,1.0879445960968398e-06,1.252273508337823e-06,6.91743837467513e-07
14,4444,505,38,1.0190853268970156e-06,9.129542989864499e-07,6.156998970281449e-07
14,4444,505,39,8.302880019948384e-07,7.497778040543631e-07,4.984955012838668e-07
14,4444,505,40,7.168628215398236e-07,6.652631939670244e-07,4.369864102565328e-07
14,4444,505,41,6.318427285506395e-07,5.720779069261339e-07,3.370873319233028e-07
14,4444,505,42,5.240068267832248e-07,4.580165570260383e-07,2.8912359521873837e-07
14,4444,505,43,4.283632012620935e-07,4.183696242247814e-07,2.7411885845008806e-07
14,4444,505,44,3.4385295097071173e-07,4.0030749882918447e-07,2.2620405713481435e-07
14,4444,505,45,2.854587579897762e-07,3.1536774749172547e-07,2.1270978971630046e-07
14,4444,505,46,2.4829294952925664e-07,2.4349943339156346e-07,1.8121134911184188e-07
14,4444,505,47,2.472475586020076e-07,1.6314912661629827e-07,1.5732532881463342e-07
14,4444,505,48,1.4658154859595564e-07,1.569167461025005e-07,1.2420007755992195e-07
14,4444,505,49,1.14779878236837e-07,1.387323512061831e-07,1.08224306211799e-07
14,4444,505,50,1.1132646573251927e-07,1.132649390341405e-07,6.738723116922447e-08
14,4444,505,51,9.236337129934105e-08,1.1212636586546554e-07,6.316542162961444e-08
14,4444,505,52,8.152596171153273e-08,9.583721179287186e-08,6.103352460823417e-08
14,4444,505,53,6.918460013995795e-08,8.00448043589692e-08,4.615981251281703e-08
14,4444,505,54,6.734198100261155e-08,5.615340309337759e-08,3.916783213133381e-08
14,4444,505,55,3.767575677001902e-08,4.864754259547629e-08,3.182402984437711e-08
14,4444,505,56,3.312895050050192e-08,4.412012898772554e-08,2.8526481611939437e-08
14,4444,505,57,2.3743271740514623e-08,4.354069318307149e-08,1.9917292782001565e-08
14,4444,505,58,2.2964869884956772e-08,3.872024033092302e-08,1.6827440191979737e-08
14,4444,505,59,2.1129222802874865e-08,3.048052757994045e-08,1.6462080148462136e-08
14,4444,505,60,1.921373129185862e-08,2.4510807578742297e-08,1.2869472232761382e-08
14,4444,505,61,1.676866988343339e-08,2.2526670638578527e-08,1.2529499322589015e-08
14,4444,505,62,1.5078999842383135e-08,1.8416846238784083e-08,9.161617812731529e-09
14,4444,505,63,1.2643906196294087e-08,1.7561636723355716e-08,8.012642377866411e-09
14,4444,505,64,1.0947578844822323e-08,1.6033741914012478e-08,6.5572726522089904e-09
14,4444,505,65,1.0450877491029947e-08,1.3381346054486606e-08,5.445676634545534e-09
14,4444,505,66,1.0353707422303847e-08,1.2025060516829861e-08,4.281654321177697e-09
14,4444,505,67,7.0192851812564246e-09,1.0976003876891732e-08,3.806217838520154e-09
14,4444,505,68,6.5001108176879025e-09,8.390889455262985e-09,3.377388764118509e-09
14,4444,505,69,5.503576867406417e-09,7.257151764117889e-09,3.104438157321867e-09
14,4444,505,70,4.949153028963807e-09,5.302076367439972e-09,2.7595194417066816e-09
14,4444,505,71,4.575988285146382e-09,4.592281376998305e-09,2.6745873560081833e-09
14,4444,505,72,3.484057203246635e-09,4.485344742385163e-09,2.0211707705986263e-09
14,4444,505,73,2.8919336017309832e-09,4.0856196684384825e-09,1.6023218755384004e-09
14,4444,505,74,1.9877784377102938e-09,3.5636932121831387e-09,1.5426288490526846e-09
14,4444,505,75,1.7450573036034456e-09,2.9422841134910965e-09,1.5062155518110797e-09
14,4444,505,76,1.5112415352635325e-09,2.7529193984776993e-09,1.1375496228382184e-09
14,4444,505,77,1.2668046389785269e-09,2.0053619748287864e-09,9.156672401788693e-10
14,4444,505,78,1.1399368972705312e-09,1.9521486358586883e-09,8.252132642894174e-10
14,4444,505,79,1.0544168955048276e-09,1.3638973675638773e-09,7.233041843007843e-10
14,4444,505,80,9.500148864764335e-10,1.1712614950382206e-09,6.219343434413033e-10
14,4444,505,81,7.469386693149696e-10,9.16070482719701e-10,5.306736273017339e-10
14,4444,505,82,6.560897408469241e-10,8.815229652734345e-10,4.413029937747014e-10
14,4444,505,83,6.050874940373053e-10,7.431632126923187e-10,4.1193018126653663e-10
14,4444,505,84,3.844403922283679e-10,5.885745583894541e-10,3.1651803614032725e-10
14,4444,505,85,3.0659757891445783e-10,5.222839134138798e-10,3.1013013091378953e-10
14,4444,505,86,2.7701009495217616e-10,5.115325666228293e-10,2.4393894864508515e-10
14,4444,505,87,2.4444515862100086e-10,4.2767646525421306e-10,1.817057050901889e-10
14,4444,505,88,2.3683388980326937e-10,2.6153663766165355e-10,1.2869389546105727e-10
